"Chromosome","GeneStart","GeneEnd"
9,13621025,13622378
9,47796867,47798598
9,32146108,32147406
9,51748963,51749661
9,53534892,53535701
9,21486263,21487215
9,31264733,31271036
9,5300203,5308077
9,2261451,2272975
9,40392958,40394243
9,56092429,56092869
9,45652586,45655140
9,11108966,11111627
9,195747,200161
9,8696006,8696333
9,9375834,9376610
9,53870638,53873307
9,32170594,32172654
9,4375719,4376468
9,7101421,7101864
9,47454094,47456833
9,15035522,15036762
9,7347285,7350691
9,58596077,58597619
9,4264034,4272187
9,13656546,13658240
9,58531497,58532276
9,10589267,10593137
9,1179023,1181193
9,45625575,45628541
9,1384739,1387692
9,43768529,43768759
9,12281251,12281647
9,5691413,5694643
9,57567233,57567377
9,21087389,21087898
9,31684980,31686016
9,6340111,6340591
9,12117875,12119582
9,2749356,2752196
9,16740107,16746129
9,14396623,14401931
9,44223348,44225844
9,49137212,49140842
9,44762501,44763817
9,47494821,47495486
9,57066983,57070254
9,49365727,49366232
9,56211552,56215633
9,41644727,41645111
9,32760037,32761716
9,9188113,9189481
9,32521836,32524881
9,51928688,51929030
9,37035261,37036384
9,4549177,4550230
9,7850068,7853418
9,6580241,6582298
9,58030890,58033661
9,5583621,5587678
9,5749989,5752271
9,11328759,11330804
9,38424203,38424672
9,52384794,52386218
9,51835020,51837109
9,48386594,48389146
9,39761954,39762842
9,48645677,48646639
9,40641773,40642820
9,49320014,49323050
9,55875468,55879538
9,22742559,22746133
9,35288029,35292338
9,2869208,2869279
9,40052570,40053571
9,5448178,5452140
9,53855640,53857919
9,41370055,41371608
9,19093618,19094562
9,37528119,37528759
9,55325751,55327166
9,37102054,37105576
9,51571449,51572783
9,53123366,53127915
9,45364832,45368389
9,57465017,57466208
9,58357983,58359840
9,30393036,30393528
9,42210573,42213406
9,5432920,5442704
9,4222907,4226779
9,15099039,15100025
9,25254381,25256065
9,49650474,49651344
9,6912903,6918310
9,29702857,29703343
9,39270135,39273881
9,48350057,48350841
9,40079362,40080196
9,10325801,10328110
9,21854559,21855004
9,6098580,6106641
9,54475606,54483760
9,52763399,52767763
9,57902023,57905280
9,22250098,22251724
9,6917760,6920808
9,4825987,4826907
9,27793641,27794180
9,24826167,24826727
9,49526472,49527707
9,58674894,58676179
9,41452724,41453878
9,28330990,28332527
9,44267490,44268078
9,13825049,13829027
9,53617093,53617582
9,50546502,50547013
9,12147359,12147721
9,50869704,50872351
9,2738006,2743304
9,51112537,51115750
9,1222776,1225248
9,6347251,6347768
9,57542737,57544522
9,36739901,36745365
9,12383506,12384539
9,20540834,20542444
9,49844769,49844943
9,8340694,8343232
9,51587866,51591636
9,54983882,54987594
9,19395748,19396800
9,39275496,39282914
9,37437941,37439422
9,58679951,58683120
9,16657399,16657840
9,50978235,50981438
9,7192250,7196282
9,46848687,46849451
9,994324,997645
9,55135641,55136717
9,38442785,38443527
9,34299289,34301857
9,57128416,57128938
9,9715576,9718287
9,33732224,33733522
9,45376650,45377328
9,51610745,51614180
9,9794080,9797290
9,53139954,53143062
9,57459776,57459970
9,9220911,9223844
9,42345410,42351143
9,1864980,1865822
9,32794759,32808362
9,51172046,51174183
9,51539924,51543488
9,9189990,9190816
9,28133567,28134184
9,40544899,40547271
9,7764457,7768875
9,7331425,7337746
9,58313591,58316565
9,7248053,7248249
9,47140460,47147938
9,43631402,43631704
9,7994347,8000308
9,5477325,5479971
9,45414003,45415801
9,58520270,58524466
9,51204672,51206063
9,35160751,35173851
9,404620,406198
9,404620,406546
9,53942441,53946133
9,18896703,18897569
9,3994789,3997900
9,5496153,5496981
9,5158230,5159801
9,43071166,43075171
9,48641649,48643138
9,18328729,18329183
9,54132496,54137235
9,11990108,11992411
9,11989813,11992764
9,36163089,36165228
9,56323916,56324406
9,8621196,8622322
9,5066511,5067447
9,57154200,57156193
9,57828563,57831187
9,35791669,35796835
9,50828926,50829535
9,58446770,58449350
9,47931397,47933123
9,53078129,53081246
9,41059468,41064240
9,3340619,3342040
9,15745716,15749156
9,2391309,2391783
9,19178122,19185997
9,57758294,57763875
9,44260717,44264825
9,4103537,4109226
9,14655621,14657962
9,37449594,37450836
9,45339177,45340489
9,41821548,41822933
9,36577534,36580732
9,5499037,5508156
9,58436570,58441671
9,35613875,35617697
9,16952723,16953391
9,17378439,17380739
9,47935632,47937274
9,43255153,43259744
9,54015576,54021184
9,54016601,54020989
9,58200840,58201316
9,3824993,3828919
9,57270266,57270813
9,1245238,1246318
9,43161331,43168348
9,9540487,9542493
9,34987378,34989138
9,42519130,42521866
9,943806,945548
9,1616453,1618782
9,45847492,45851864
9,1790806,1793395
9,52601605,52606410
9,56448515,56452845
9,48361086,48369478
9,5699081,5700667
9,14485205,14489193
9,7223589,7229766
9,34914355,34916731
9,36636430,36637900
9,58289018,58290940
9,13118337,13120507
9,8921653,8928280
9,54372236,54378128
9,15019569,15020319
9,2767463,2770103
9,10171079,10171540
9,40446715,40451809
9,43722597,43726652
9,14498822,14501773
9,17981486,17982070
9,51730906,51735402
9,10248220,10250849
9,13232324,13233897
9,13463310,13467080
9,50880942,50882516
9,1046513,1051885
9,56321715,56327536
9,3297744,3298795
9,45451383,45453913
9,52170378,52170883
9,48669746,48673371
9,48669154,48673769
9,15147882,15149168
9,46214071,46214792
9,3662317,3663246
9,53706037,53707301
9,15102100,15104318
9,18962131,18962529
9,361556,365291
9,42293562,42293960
9,12980245,12981471
9,31621278,31627716
9,33093725,33095065
9,6277288,6277621
9,17295090,17297962
9,6460889,6462641
9,52952076,52955406
9,14592292,14595869
9,57976339,57977405
9,428628,429479
9,16696728,16700675
9,40299446,40300566
9,5752978,5755878
9,18553052,18554471
9,36198444,36202657
9,6395973,6397327
9,14820046,14821497
9,2694052,2694196
9,36747117,36750493
9,49488786,49490102
9,9712676,9715390
9,14771615,14772108
9,33603791,33603940
9,8669531,8669941
9,50763665,50767562
9,37944687,37946432
9,41567076,41568107
9,37148471,37148798
9,48866731,48868627
9,58699636,58700917
9,14758497,14762331
9,50542939,50544067
9,56370588,56371691
9,27781442,27783609
9,34358078,34361791
9,3785155,3786598
9,5277054,5277958
9,15242134,15242190
9,42161004,42162595
9,10552563,10552739
9,40904483,40904809
9,15689630,15692621
9,48982521,48985841
9,56372899,56382379
9,13554514,13555115
9,33705326,33705996
9,9041845,9043282
9,19884233,19884628
9,21210186,21212945
9,48601999,48603032
9,3890378,3892239
9,20469893,20471604
9,11821310,11821711
9,322262,326601
9,58269805,58271979
9,3870416,3871239
9,50626778,50628105
9,57661445,57673930
9,9591671,9592884
9,52345953,52346000
9,41233570,41234018
9,507583,510455
9,10367734,10368785
9,46079616,46086265
9,49038871,49040478
9,5264922,5270010
9,52758804,52762024
9,54557107,54558678
9,53593870,53596726
9,50833048,50834924
9,2273176,2275934
9,2273884,2275445
9,41275728,41276226
9,12603292,12608085
9,25084785,25085598
9,3512620,3519704
9,58420539,58423000
9,14441718,14445043
9,42151601,42156295
9,4807704,4809804
9,3945869,3946626
9,11445802,11450431
9,34641769,34644690
9,1499434,1501982
9,55901254,55903031
9,48437159,48439700
9,46372446,46376159
9,15516192,15520260
9,48260072,48260487
9,32964566,32966217
9,51175162,51178143
9,42894369,42898083
9,52367819,52371306
9,15458660,15460753
9,51912293,51914485
9,25285301,25285673
9,844056,844411
9,9958694,9961876
9,18973774,18975069
9,21712432,21715724
9,8105427,8108134
9,7362461,7365706
9,42091015,42094633
9,56759287,56762072
9,46513881,46516003
9,523193,524108
9,4593514,4594006
9,57308093,57310870
9,57446512,57450176
9,23723117,23725252
9,44093593,44096238
9,44093856,44096178
9,55611171,55611613
9,58263181,58263462
9,36596057,36596535
9,54868842,54875442
9,35493342,35496222
9,44837475,44840214
9,49416380,49416823
9,315177,315675
9,46567690,46568328
9,52702237,52704927
9,6965908,6986322
9,50167881,50169650
9,2493293,2494798
9,54537404,54541538
9,54537895,54541473
9,14000411,14004032
9,30295171,30296880
9,43302595,43304890
9,42528537,42529214
9,28712405,28712931
9,7912768,7913498
9,39303182,39304336
9,13206454,13209828
9,23705716,23707134
9,14348987,14353861
9,19058990,19061809
9,54887009,54889828
9,46981610,46981876
9,46071751,46073404
9,49449744,49450495
9,6073527,6083976
9,21573220,21574086
9,58777252,58778590
9,10174520,10175001
9,32922527,32923402
9,58828716,58830930
9,46528185,46528487
9,20379953,20381504
9,42290845,42291681
9,11654609,11665643
9,53675411,53677595
9,6948608,6948958
9,22186406,22188052
9,50965134,50965620
9,3362648,3364006
9,36915368,36917693
9,7082919,7083452
9,6957145,6960582
9,9759533,9761173
9,6413291,6430510
9,50963318,50963773
9,3199825,3200124
9,47903325,47903767
9,10251193,10252697
9,41720504,41725241
9,49081155,49087304
9,57190268,57195460
9,3361409,3361597
9,32044225,32047243
9,52778600,52779046
9,50840315,50842671
9,51941784,51951066
9,17292495,17294934
9,12860339,12861487
9,5888348,5890962
9,56513341,56516622
9,7575817,7576068
9,6143998,6144306
9,21312301,21318032
9,37297689,37300346
9,42810034,42812403
9,460669,462945
9,45551471,45555562
9,4745273,4752261
9,200550,205622
9,46293561,46294057
9,37189105,37189991
9,40745163,40751207
9,4915820,4918885
9,218956,221097
9,13526115,13526753
9,18990703,18992539
9,17775535,17778296
9,1147417,1149366
9,21525509,21526148
9,56095815,56098367
9,54113280,54120290
9,53589251,53589728
9,7008182,7010776
9,2082748,2085140
9,17237691,17240805
9,51609061,51609771
9,43647614,43649186
9,9097591,9098051
9,3739977,3744849
9,57523381,57524288
9,8192260,8193133
9,2406907,2409451
9,52895647,52895915
9,37531647,37533353
9,38372581,38373808
9,4574344,4575336
9,14623370,14626112
9,53450901,53453190
9,9970830,9972758
9,3368512,3368847
9,13006251,13007729
9,35474181,35475205
9,24672516,24673145
9,54167532,54170016
9,3039917,3040426
9,37145861,37148275
9,32941923,32950776
9,22053394,22054476
9,22559362,22560148
9,5107102,5107303
9,49206480,49207387
9,22093171,22094425
9,56861211,56865693
9,14204529,14206031
9,30421864,30422882
9,11112618,11114659
9,14971865,14973146
9,40616274,40617356
9,44571767,44573770
9,56071814,56072173
9,6118814,6119224
9,12140249,12142688
9,50384710,50388991
9,19081558,19084056
9,57241661,57243032
9,2131054,2132207
9,12317422,12320907
9,20434069,20437881
9,3927409,3929591
9,9476790,9478182
9,58330204,58337698
9,7441605,7443503
9,42487534,42488924
9,9532729,9533944
9,10079030,10079438
9,7916403,7917236
9,41269298,41269998
9,71139,72981
9,3886789,3890113
9,17646370,17648595
9,17189308,17193728
9,42218230,42221420
9,34540899,34541054
9,39563140,39563649
9,56236967,56251579
9,8324785,8326448
9,42306763,42307264
9,1935337,1936272
9,39343913,39344876
9,7451125,7455434
9,51341769,51342891
9,52322548,52324348
9,49750992,49751889
9,1698314,1699956
9,5748041,5749678
9,51468462,51468625
9,17204241,17205081
9,57492650,57497221
9,11108186,11108652
9,34490355,34494438
9,43116688,43119308
9,7948416,7957440
9,55117693,55122639
9,10812787,10814786
9,48799078,48802862
9,53179875,53182528
9,6516692,6520488
9,15309782,15309862
9,43694507,43696106
9,56816183,56816331
9,50698145,50699555
9,34870065,34875585
9,42309669,42318906
9,12307262,12312537
9,50859869,50862459
9,39257722,39258779
9,52869927,52874787
9,12855670,12856921
9,17440357,17441696
9,51267990,51277092
9,1599225,1601007
9,5674435,5675312
9,56154848,56156620
9,52532441,52542087
9,13163379,13167372
9,710416,718527
9,49810996,49811826
9,51466671,51467334
9,12524671,12525823
9,32644378,32645322
9,42282805,42285479
9,1057149,1059112
9,47373492,47376792
9,54810424,54811518
9,58623015,58626453
9,49453120,49456043
9,11872799,11873872
9,41238792,41240495
9,6512523,6513582
9,34135080,34138538
9,18228120,18229541
9,5683592,5685733
9,45655209,45657498
9,54796106,54797515
9,8998802,8999369
9,1457385,1461980
9,16715847,16719183
9,40959773,40962274
9,22438802,22440196
9,5052527,5055276
9,45734899,45739588
9,58735942,58736439
9,46022605,46026756
9,29707203,29707451
9,50261986,50265808
9,41204594,41205489
9,9806749,9808440
9,54428137,54429521
9,17419336,17419959
9,38018711,38020204
9,4408504,4412207
9,7746861,7747306
9,11705262,11705838
9,917712,920065
9,55881788,55884801
9,48923537,48926186
9,11693477,11696072
9,6768397,6772317
9,1334826,1335386
9,55960661,55961081
9,9158578,9159433
9,46311775,46312437
9,766360,768782
9,17077545,17078525
9,49615656,49622679
9,2842065,2845311
9,45856638,45857123
9,14275048,14275831
9,10261566,10269466
9,17018672,17027557
9,15136474,15137037
9,57713540,57715303
9,52259674,52261531
9,45792503,45793633
9,55042899,55043128
9,39443302,39447480
9,6679052,6680651
9,1207338,1210729
9,10903383,10907752
9,43625309,43625470
9,27566525,27570433
9,36550470,36573854
9,51856555,51858645
9,9915290,9920695
9,15122845,15123393
9,50085064,50089819
9,56407960,56412042
9,20200032,20200568
9,14159627,14161640
9,44214341,44220577
9,46761910,46762186
9,369182,371454
9,50458398,50461897
9,56223726,56224441
9,34531785,34535018
9,11604313,11605277
9,13992260,13996275
9,50846748,50848301
9,53500035,53500508
9,53847170,53848448
9,32200798,32205828
9,8062210,8062693
9,41578728,41584368
9,52008431,52010958
9,14045258,14045736
9,2488136,2489494
9,29534655,29538048
9,55708553,55709028
9,10598936,10604051
9,6233644,6237391
9,41035030,41035330
9,58818934,58821921
9,57574837,57575443
9,21353004,21354233
9,932569,936778
9,49794301,49795420
9,21571880,21572247
9,12209725,12211974
9,38772746,38772983
9,2133892,2138203
9,8895689,8901426
9,39486231,39493893
9,45646743,45647027
9,48834016,48834953
9,35901468,35908631
9,9006091,9006688
9,9217008,9217546
9,18758599,18759032
9,888670,889820
9,10031598,10034848
9,3013282,3016362
9,10181432,10188139
9,36623170,36626258
9,49434226,49437559
9,15517275,15517788
9,57841718,57844414
9,42723746,42731433
9,3722206,3724663
9,48861343,48863215
9,14542835,14543427
9,49043611,49045825
9,43337006,43337450
9,33066366,33067502
9,20617645,20617881
9,51383216,51384325
9,8963801,8965885
9,13990524,13991249
9,24820496,24820986
9,21134970,21139615
9,21363583,21363908
9,4114995,4115414
9,50431550,50433618
9,55943755,55948095
9,43418091,43418438
9,34257650,34260409
9,9594780,9594893
9,53380657,53381966
9,19072944,19074017
9,50364402,50366009
9,56150639,56153531
9,45611745,45612236
9,19855368,19857382
9,33758539,33760539
9,3108737,3110314
9,7020242,7024019
9,10984999,10987687
9,46369400,46369590
9,46712826,46715469
5,7658837,7661949
5,17506061,17507436
5,6677566,6678296
5,27905142,27908604
5,8478365,8480755
5,27096731,27101595
5,5338412,5340582
5,5337660,5341939
5,28318006,28321165
5,123910,125449
5,42572164,42576436
5,42572164,42575600
5,1425048,1427341
5,3371988,3372509
5,26953102,26955408
5,26953102,26955116
5,6162706,6165479
5,6162499,6165535
5,7130443,7131723
5,40426229,40427975
5,41242258,41243969
5,45091293,45093218
5,25588269,25590587
5,47021957,47023337
5,28702096,28704646
5,13935063,13939040
5,13935063,13940058
5,36251320,36251769
5,43656336,43659751
5,47002851,47004135
5,44058874,44059068
5,25866187,25869206
5,12090341,12091415
5,6147314,6153427
5,32853812,32860780
5,32854398,32860591
5,32854061,32860780
5,32855502,32860780
5,41440006,41443138
5,41440006,41443818
5,30432639,30434995
5,37990332,37993296
5,37990332,37993284
5,37991304,37993284
5,42683912,42686785
5,26451492,26451959
5,26470012,26472949
5,44498946,44506004
5,27080522,27080994
5,35285650,35285949
5,44079098,44080154
5,46839458,46841787
5,46839957,46841656
5,6909117,6911189
5,24441929,24442780
5,277922,279774
5,34433515,34438412
5,4705061,4706897
5,26363347,26364333
5,41480425,41480631
5,15765096,15766071
5,14110004,14111915
5,10981429,10982454
5,3081729,3083111
5,45545591,45547058
5,39069511,39072932
5,42808497,42810938
5,39962253,39965496
5,41909734,41914605
5,31895792,31896034
5,9116572,9117404
5,6922756,6926202
5,6922492,6926317
5,6923807,6926317
5,10483323,10485301
5,16046478,16047355
5,8958123,8958428
5,30146723,30149113
5,41014002,41015381
5,79504,85948
5,45395561,45398669
5,34001144,34004289
5,34001144,34002955
5,24534568,24535229
5,32966428,32968465
5,24108981,24113926
5,37597719,37603209
5,37600177,37603209
5,2948630,2952008
5,5235068,5235585
5,44806287,44809700
5,46175333,46178747
5,42523001,42525139
5,9370842,9371913
5,25624807,25625337
5,13136448,13138599
5,36389864,36391644
5,44237907,44238431
5,33925543,33930239
5,33926220,33930239
5,33926223,33930239
5,39261546,39262373
5,46392474,46393704
5,2238620,2239153
5,42718001,42719385
5,1973644,1975428
5,26584532,26588663
5,8432817,8435045
5,43283068,43287165
5,31695634,31700203
5,35189188,35193302
5,35189887,35193132
5,35190375,35193132
5,35190987,35193302
5,12519585,12521343
5,43079542,43081448
5,30371170,30374367
5,41133574,41136777
5,5169387,5170805
5,26636744,26639987
5,40360417,40363124
5,47149669,47152149
5,41761105,41763763
5,41760278,41763768
5,41760278,41763763
5,9528001,9532718
5,9048945,9052320
5,40468453,40468782
5,42242522,42244068
5,35129201,35139421
5,35129201,35138693
5,41567479,41571778
5,24170783,24189819
5,30528536,30531835
5,30528227,30533723
5,30528227,30532267
5,37522341,37526655
5,37521598,37526744
5,40650094,40652094
5,41473739,41476975
5,46602480,46604235
5,30859729,30860199
5,27812788,27815830
5,41678847,41680958
5,839615,844150
5,32794580,32795082
5,44474765,44476803
5,44472761,44476962
5,28951122,28952133
5,39105257,39105739
5,2514571,2519040
5,29983576,29987023
5,29983592,29986646
5,13316400,13318097
5,35926476,35927011
5,32584530,32588062
5,43099235,43100543
5,36081505,36083215
5,36335801,36339745
5,729898,734703
5,12083180,12084070
5,41604405,41607842
5,30933575,30939849
5,30932625,30939849
5,30933919,30939849
5,6058549,6060260
5,5771095,5772918
5,172041,176220
5,7579164,7580840
5,13899803,13900317
5,38221667,38225517
5,44796014,44796519
5,10167266,10170227
5,10166846,10171277
5,10168967,10170227
5,10166846,10171109
5,23139958,23141316
5,29007202,29011025
5,29007202,29011695
5,38904207,38908753
5,34015568,34016023
5,40185243,40186268
5,4306917,4310819
5,42026228,42027798
5,24874053,24874525
5,37959858,37963149
5,37960387,37963056
5,37960885,37963056
5,38136968,38139080
5,46281439,46281777
5,768644,769662
5,10213973,10216290
5,10212786,10216290
5,10213966,10216991
5,33963121,33967918
5,33963779,33967603
5,46164735,46165790
5,12718624,12719091
5,23737124,23740117
5,45377189,45380120
5,40706251,40706977
5,41336385,41341079
5,46142266,46146154
5,40971110,40973925
5,44702582,44706061
5,44703266,44706061
5,44702783,44705085
5,45101102,45105630
5,45101102,45104699
5,16968863,16974029
5,37510796,37514371
5,28698410,28700288
5,45323782,45324387
5,30704446,30707928
5,8326839,8330385
5,13844336,13849044
5,44583095,44584870
5,14919257,14925361
5,41580091,41584512
5,41580699,41584512
5,30676696,30680226
5,30676696,30680233
5,628754,632395
5,628754,634663
5,3328182,3329104
5,14018315,14018632
5,29592170,29593309
5,46786951,46797455
5,46786568,46797455
5,31282256,31285320
5,46397567,46398697
5,29604978,29613157
5,11246821,11247242
5,24631954,24632961
5,30990734,30996546
5,14481509,14485560
5,23361532,23361960
5,8980354,8980460
5,11741704,11742777
5,1788893,1789579
5,3822467,3823205
5,22015769,22019232
5,27456949,27459054
5,10983841,10987911
5,5416456,5419657
5,5416456,5421169
5,24476486,24478812
5,41977308,41981475
5,41976689,41981482
5,41976128,41981482
5,45199631,45200175
5,47074922,47075975
5,29371773,29374862
5,27428683,27430747
5,35359343,35361996
5,16128152,16129727
5,45656161,45660780
5,45656081,45661329
5,3561580,3565306
5,23471989,23475972
5,10499624,10508317
5,35421181,35423725
5,22419454,22424141
5,22419602,22422482
5,39413315,39415401
5,12859000,12860225
5,43912120,43916719
5,43912120,43915125
5,39083052,39086669
5,30946260,30949302
5,30946260,30951466
5,8815224,8817915
5,36354993,36359831
5,36354735,36359876
5,43126358,43128894
5,43127536,43128790
5,40710464,40717557
5,43396598,43397995
5,2276553,2277329
5,11928338,11930132
5,5620614,5624510
5,43579789,43582528
5,28943091,28944535
5,8469549,8473818
5,8469549,8475645
5,35092508,35093504
5,42119832,42120809
5,46633220,46639584
5,26986878,26990318
5,26986878,26991380
5,36004644,36005392
5,37001549,37011836
5,33270201,33272656
5,26129176,26132446
5,26129227,26131011
5,32027557,32032149
5,32029804,32032149
5,39967543,39972800
5,33557912,33559733
5,4352593,4356721
5,43608555,43608791
5,36706585,36713846
5,43036971,43040653
5,22203426,22205225
5,22999798,23000841
5,22998156,23000841
5,42268592,42269251
5,39531997,39535657
5,39532205,39535657
5,39532093,39534718
5,34701288,34702313
5,46667222,46668487
5,9544470,9545655
5,26177607,26179838
5,36592958,36593442
5,32377831,32379962
5,5184631,5191680
5,5188722,5191680
5,5184631,5191624
5,5210566,5211029
5,22428947,22436453
5,22428947,22436736
5,30214412,30216385
5,43070152,43074312
5,41631146,41637563
5,36351692,36351743
5,23841174,23841817
5,45465266,45469121
5,45465266,45470842
5,656108,656460
5,6322435,6328136
5,41981648,41984952
5,385319,388414
5,8460718,8462158
5,46346296,46349145
5,46701432,46704047
5,35586907,35591980
5,35584482,35591980
5,43462258,43464661
5,38948606,38950624
5,44485046,44488925
5,44484220,44488945
5,44484831,44488925
5,112470,117191
5,4618428,4622135
5,11065741,11068001
5,7086188,7087204
5,27381427,27381879
5,34451200,34453167
5,2092696,2093067
5,32590590,32593392
5,32591880,32593392
5,40476688,40479163
5,9387582,9388694
5,19113621,19114078
5,4371825,4371881
5,41313962,41317359
5,2583223,2584689
5,5152818,5154314
5,37724287,37729011
5,6941705,6943003
5,39942823,39950751
5,39942617,39951744
5,43498583,43499565
5,43499032,43499444
5,6083295,6086362
5,11068633,11071444
5,13893784,13898689
5,13476609,13480801
5,13902336,13906962
5,13901343,13906962
5,30335119,30335529
5,39919705,39924257
5,29165440,29168366
5,35833727,35834806
5,2472927,2473346
5,27776679,27777157
5,27334515,27336438
5,44927863,44929271
5,5457161,5457772
5,10411321,10413554
5,45203750,45207665
5,2503505,2504518
5,35646417,35646668
5,41548680,41551149
5,28329397,28330794
5,16886599,16887426
5,16886169,16887426
5,10608814,10611086
5,17329416,17332395
5,17329384,17333281
5,31595505,31597922
5,38912761,38915542
5,42390419,42395828
5,44216455,44219315
5,44216088,44219315
5,11039409,11040130
5,44641403,44644268
5,44641816,44643950
5,441157,441598
5,441157,441683
5,27349006,27351240
5,35381864,35384332
5,35381408,35384332
5,35382203,35384332
5,35380745,35386186
5,35380745,35383696
5,8415572,8418134
5,8414714,8418285
5,24066393,24066524
5,4798711,4802484
5,4799043,4802200
5,39803182,39804327
5,39802784,39804471
5,37556172,37557914
5,41595446,41597956
5,40108559,40109632
5,2723427,2724071
5,35591160,35591415
5,1259396,1259949
5,10218926,10220142
5,37660877,37662217
5,41616068,41618425
5,40993861,40997588
5,28345421,28345703
5,5121733,5129523
5,25873432,25881253
5,2554746,2564164
5,3781604,3783873
5,3781901,3783010
5,4601889,4602718
5,21029648,21029900
5,45024397,45027798
5,32344060,32352009
5,32344060,32350001
5,32344523,32349612
5,32345715,32351996
5,28339899,28340450
5,46487513,46488361
5,27380177,27381295
5,7812527,7812899
5,34716123,34720543
5,306768,312589
5,25307112,25310058
5,25307683,25308628
5,3207912,3208893
5,3204935,3208729
5,3204935,3205228
5,3204297,3205434
5,3204297,3208893
5,3208441,3208729
5,12167584,12170329
5,6711272,6714827
5,14200580,14205103
5,14201203,14205103
5,6794575,6801194
5,44546766,44550404
5,42326206,42327134
5,42324780,42327134
5,44506168,44511069
5,36222201,36222437
5,26761737,26765714
5,26761737,26766297
5,36731105,36735102
5,42902419,42905762
5,43808128,43814313
5,38350591,38354727
5,19725665,19732955
5,19726272,19732652
5,39188294,39190083
5,2708497,2714711
5,2710163,2714711
5,39787082,39791954
5,16545901,16552369
5,16545901,16549119
5,26784238,26803655
5,12162286,12167324
5,40000956,40002275
5,4282570,4288201
5,5575573,5578637
5,5584550,5587519
5,7392362,7396810
5,7391939,7396924
5,27034651,27035388
5,2782025,2784746
5,5977333,5979457
5,194550,196417
5,195185,196296
5,2407349,2408565
5,31735984,31736496
5,32705180,32706603
5,32705180,32708877
5,10117072,10121409
5,13114653,13116905
5,44815597,44817171
5,726631,729778
5,727346,729560
5,46232778,46234013
5,41257612,41261808
5,43516615,43519058
5,43516519,43519058
5,37046274,37051411
5,37046189,37051411
5,37046846,37051411
5,37046274,37051926
5,41094147,41099512
5,15088424,15091841
5,36954708,36963204
5,45016098,45018785
5,27083805,27086264
5,825860,829547
5,5423158,5424378
5,3346536,3346700
5,3345953,3346747
5,9557948,9561514
5,24072944,24073681
5,38171028,38173956
5,42609142,42610998
5,42609142,42612106
5,20867452,20867921
5,39761160,39764496
5,4896741,4898258
5,26941381,26944548
5,38017535,38020441
5,42825961,42830106
5,42825723,42831454
5,28868440,28875003
5,5854232,5855925
5,30700749,30703272
5,30699914,30703272
5,32870746,32874515
5,32871697,32874515
5,9337749,9338483
5,12957137,12960685
5,12958446,12960664
5,36586497,36592714
5,11548569,11552707
5,27805514,27809887
5,42961836,42967678
5,24684447,24685331
5,27260802,27262453
5,42195666,42196355
5,30627861,30630747
5,32906146,32906377
5,6604635,6605426
5,25012122,25012221
5,38929681,38930432
5,4159637,4162976
5,4159250,4162875
5,4159250,4163094
5,41411149,41411936
5,6571650,6571829
5,39053315,39056876
5,1955545,1957096
5,46934366,46936416
5,46934366,46937591
5,46934486,46935091
5,4290079,4293694
5,16855348,16860190
5,44069315,44069647
5,5598258,5600090
5,5598191,5600390
5,5598191,5601238
5,34620305,34620964
5,23311199,23312746
5,26749115,26750332
5,9551980,9555359
5,9551980,9555442
5,9551980,9554067
5,26418430,26422949
5,26418858,26422698
5,13236378,13240793
5,6565675,6566438
5,27500330,27503693
5,38008235,38008751
5,22311779,22315125
5,34568275,34569012
5,2183037,2183568
5,4440181,4442301
5,4440016,4442649
5,4439895,4442649
5,4724383,4726340
5,23290096,23301654
5,299631,301711
5,1593670,1596318
5,16047945,16052289
5,29642134,29642877
5,34952624,34953244
5,25767779,25769574
5,25766473,25770811
5,29501731,29502161
5,11196744,11199428
5,11196050,11199428
5,30468187,30473047
5,30795195,30797600
5,17242251,17244434
5,3489628,3490492
5,32483545,32484161
5,36494051,36495919
5,10250427,10257347
5,29846312,29852427
5,29846765,29852096
5,29846904,29852096
5,32367426,32370160
5,9121738,9122424
5,2147636,2148236
5,43916735,43918783
5,43916963,43918640
5,8923527,8923618
5,16516550,16520957
5,16516027,16521015
5,16516053,16521015
5,16516277,16520957
5,13299771,13300790
5,27131794,27134353
5,39586934,39587448
5,10755257,10758169
5,29509652,29516541
5,29509169,29516541
5,29509287,29515677
5,7270672,7273921
5,35159857,35164013
5,37827946,37832538
5,37848202,37854011
5,37847741,37854204
5,36770230,36774537
5,45538365,45540382
5,45538761,45540382
5,5697546,5699815
5,36580332,36582430
5,8279672,8283850
5,8279946,8283835
5,8733291,8746304
5,8733291,8746659
5,8733291,8745192
5,30341562,30344631
5,41594903,41595336
5,11537375,11547226
5,43637860,43642016
5,3630041,3630863
5,26932530,26934938
5,845538,849471
5,46915296,46916945
5,45924908,45929540
5,5663704,5667362
5,38129785,38130396
5,36056318,36058503
5,46767427,46768054
5,46767373,46768887
5,9355908,9356402
5,43697517,43701375
5,6849715,6852505
5,6101818,6117345
5,32862718,32864778
5,32861966,32864948
5,32862868,32864778
5,1747389,1752122
5,29956742,29957233
5,12462260,12468829
5,30361205,30364570
5,7439342,7440637
5,32872355,32872617
5,9032313,9035058
5,34698743,34700697
5,5136304,5137287
5,31751125,31756045
5,9841301,9843240
5,9841301,9844679
5,28407090,28413482
5,44855160,44859697
5,6458315,6460399
5,42128286,42130007
5,5631696,5635535
5,41525709,41530642
5,6212948,6223901
5,6212948,6222375
5,2118502,2118810
5,37756031,37759911
5,39093060,39094539
5,39093060,39094375
