"Chromosome","GeneStart","GeneEnd","GeneMiddle"
4,180869287,180871677,180870482
4,180871809,180876450,180874129.5
4,180950921,180958667,180954794
4,180958872,180960786,180959829
4,181044574,181050032,181047303
4,181045538,181054042,181049790
4,181055937,181063351,181059644
4,181116673,181118282,181117477.5
4,181123875,181127364,181125619.5
4,181127769,181135180,181131474.5
4,181135955,181136758,181136356.5
4,181137021,181140899,181138960
4,181139102,181140922,181140012
4,181153784,181160190,181156987
4,181184092,181188422,181186257
4,181190360,181191992,181191176
4,181211820,181213820,181212820
4,181217209,181219294,181218251.5
4,181226692,181228308,181227500
4,181280685,181285247,181282966
4,181289001,181293157,181291079
4,181311956,181316227,181314091.5
4,181350412,181350738,181350575
4,181368872,181374025,181371448.5
4,181373917,181377865,181375891
4,181426779,181431950,181429364.5
4,181491953,181496795,181494374
4,181502249,181513510,181507879.5
4,181568872,181569700,181569286
4,181575799,181576077,181575938
4,181578115,181582669,181580392
4,181584504,181588121,181586312.5
4,181592676,181595081,181593878.5
4,181655764,181657439,181656601.5
4,181658027,181663439,181660733
4,181672156,181673632,181672894
4,181674624,181674824,181674724
4,181707760,181713025,181710392.5
4,181716199,181718189,181717194
4,181758685,181768256,181763470.5
4,181770222,181771791,181771006.5
4,181802821,181805175,181803998
4,181857271,181863257,181860264
4,181888163,181899057,181893610
4,181905078,181905818,181905448
4,181980990,181981715,181981352.5
4,181981831,181991500,181986665.5
4,182008028,182009082,182008555
4,182060773,182066459,182063616
4,182078930,182085271,182082100.5
4,182114430,182118306,182116368
4,182134057,182136207,182135132
4,182136932,182138553,182137742.5
4,182228364,182232194,182230279
4,182231828,182233033,182232430.5
4,182232929,182237380,182235154.5
4,182250093,182256762,182253427.5
4,182259052,182259993,182259522.5
4,182261044,182265136,182263090
4,182268984,182270803,182269893.5
4,182343566,182344189,182343877.5
4,182365775,182379954,182372864.5
4,182395591,182402141,182398866
4,182402777,182404072,182403424.5
4,182406597,182407657,182407127
4,182412680,182419841,182416260.5
4,182419267,182419802,182419534.5
4,182481163,182483150,182482156.5
4,182539980,182543977,182541978.5
4,182551657,182570759,182561208
4,182639932,182642432,182641182
4,182674467,182674973,182674720
4,182677804,182678121,182677962.5
4,182681897,182682334,182682115.5
4,182683920,182687753,182685836.5
4,182752717,182756803,182754760
4,182783884,182785224,182784554
4,182878463,182883711,182881087
4,182883457,182886729,182885093
4,182931099,182932484,182931791.5
4,182949388,182950600,182949994
4,182970192,182971399,182970795.5
4,183046505,183050564,183048534.5
4,183051396,183054976,183053186
4,183055219,183077722,183066470.5
4,183087313,183088425,183087869
4,183109041,183111448,183110244.5
4,183172214,183173077,183172645.5
4,183173960,183178830,183176395
4,183181496,183183817,183182656.5
4,183216460,183220954,183218707
4,183226116,183227708,183226912
4,183231585,183233066,183232325.5
4,183233229,183234562,183233895.5
4,183253906,183255668,183254787
4,183259492,183303625,183281558.5
4,183310305,183311120,183310712.5
4,183311445,183312887,183312166
4,183410918,183419820,183415369
4,183477552,183477818,183477685
4,183584657,183589149,183586903
4,183595969,183596235,183596102
4,183705733,183709685,183707709
4,183781439,183784102,183782770.5
4,183784233,183797597,183790915
4,183825916,183831499,183828707.5
4,183833196,183836093,183834644.5
4,183839149,183841833,183840491
4,183845176,183847053,183846114.5
4,183868246,183873782,183871014
4,183917682,183924647,183921164.5
4,183924925,183925767,183925346
4,183931786,183933081,183932433.5
4,183938331,183942639,183940485
4,184072182,184075894,184074038
4,184075868,184081700,184078784
4,184147762,184153028,184150395
4,184170469,184171563,184171016
4,184175518,184178717,184177117.5
4,184192969,184193535,184193252
4,184212937,184215407,184214172
4,184254029,184254487,184254258
4,184267974,184275423,184271698.5
4,184379469,184391024,184385246.5
4,184393821,184399136,184396478.5
4,184465259,184477222,184471240.5
4,184484224,184485720,184484972
4,184536512,184540801,184538656.5
4,184617029,184619315,184618172
4,184619946,184626937,184623441.5
4,184628230,184629258,184628744
4,184671587,184677631,184674609
4,184691698,184697147,184694422.5
4,184832773,184835751,184834262
4,184882505,184895811,184889158
4,184916645,184921274,184918959.5
4,184946264,184949210,184947737
4,185043188,185045653,185044420.5
4,185049696,185050652,185050174
4,185051673,185052377,185052025
4,185157071,185158264,185157667.5
4,185247212,185249537,185248374.5
4,185331207,185334181,185332694
4,185343420,185344927,185344173.5
4,185398556,185401850,185400203
4,185435821,185449164,185442492.5
4,185494236,185496397,185495316.5
4,185522002,185522697,185522349.5
4,185540666,185540929,185540797.5
4,185619863,185629453,185624658
4,185633310,185633810,185633560
4,185637638,185639366,185638502
4,185640490,185642832,185641661
4,185734652,185739434,185737043
4,185780327,185780797,185780562
4,185822170,185826098,185824134
4,186101818,186120014,186110916
4,186157123,186159158,186158140.5
4,186186092,186189792,186187942
4,186191508,186197700,186194604
4,186230479,186231147,186230813
4,186232059,186239840,186235949.5
4,186262742,186263656,186263199
4,186286900,186287190,186287045
4,186287431,186289523,186288477
4,186303408,186306625,186305016.5
4,186309855,186312341,186311098
4,186358881,186361219,186360050
4,186428360,186429566,186428963
4,186433152,186435876,186434514
4,186449240,186449569,186449404.5
4,186553940,186558700,186556320
4,186607453,186607704,186607578.5
4,186608554,186611298,186609926
4,186620747,186629349,186625048
4,186630861,186639888,186635374.5
4,186683797,186684237,186684017
4,186716845,186717339,186717092
4,186829541,186829825,186829683
4,186837523,186837810,186837666.5
4,186876279,186896097,186886188
4,186984900,186991186,186988043
4,186994758,187016665,187005711.5
4,187001280,187005652,187003466
4,187041850,187042236,187042043
4,187043475,187061960,187052717.5
4,187062984,187064303,187063643.5
4,187066141,187078028,187072084.5
4,187249689,187250042,187249865.5
4,187257057,187279667,187268362
4,187303396,187313913,187308654.5
4,187403713,187404498,187404105.5
4,187484947,187495175,187490061
4,187493633,187495190,187494411.5
4,187536548,187540802,187538675
4,187581983,187587415,187584699
4,187596916,187598692,187597804
4,187634614,187635810,187635212
4,187636090,187637692,187636891
4,187643650,187646790,187645220
4,187647717,187649603,187648660
4,187653150,187657394,187655272
4,187665202,187668819,187667010.5
4,187671883,187672554,187672218.5
4,187677732,187679828,187678780
4,187747261,187747731,187747496
4,187795693,187799432,187797562.5
4,187807935,187809293,187808614
4,187814477,187814785,187814631
4,187858789,187859439,187859114
4,187867084,187869027,187868055.5
4,187879874,187882412,187881143
4,187882696,187883154,187882925
4,187884002,187886403,187885202.5
4,187904299,187905507,187904903
4,187907225,187909722,187908473.5
4,187920652,187920918,187920785
4,187990885,187997064,187993974.5
4,188066605,188067144,188066874.5
4,188124045,188124785,188124415
4,188471676,188473918,188472797
4,188502276,188513699,188507987.5
4,188518747,188524889,188521818
4,188567297,188568322,188567809.5
4,188568931,188571908,188570419.5
4,188586952,188591174,188589063
4,188603010,188604839,188603924.5
4,188610434,188612420,188611427
4,188614048,188618900,188616474
4,188701801,188703054,188702427.5
4,188770448,188770984,188770716
4,188776552,188777753,188777152.5
4,188784762,188786903,188785832.5
4,188793209,188796974,188795091.5
4,188800470,188804391,188802430.5
4,188805523,188806886,188806204.5
4,189054354,189056604,189055479
4,189073106,189074548,189073827
4,189199880,189208121,189204000.5
4,189210738,189213145,189211941.5
4,189282829,189283776,189283302.5
4,189330201,189331205,189330703
4,189491267,189493341,189492304
4,189572178,189584972,189578575
4,189588141,189590234,189589187.5
4,189588141,189597368,189592754.5
4,189643155,189649639,189646397
4,189656952,189657218,189657085
4,189683323,189685625,189684474
4,189686953,189688677,189687815
4,189742792,189749724,189746258
4,189749842,189753583,189751712.5
4,189753811,189754582,189754196.5
4,189778173,189778502,189778337.5
4,189785444,189791379,189788411.5
4,189836027,189836281,189836154
4,189892770,189893783,189893276.5
4,189903688,189905248,189904468
4,189907276,189910593,189908934.5
4,189991279,189994314,189992796.5
4,190079740,190080690,190080215
4,190206902,190212393,190209647.5
4,190261713,190266522,190264117.5
4,190266174,190273054,190269614
4,190302544,190304332,190303438
4,190325240,190334802,190330021
4,190388096,190388863,190388479.5
4,190458029,190458553,190458291
4,190458624,190462110,190460367
4,190478647,190481381,190480014
4,190482793,190483545,190483169
4,190574267,190577501,190575884
4,190678312,190701301,190689806.5
4,190723822,190739117,190731469.5
4,190739599,190753342,190746470.5
4,190774483,190793018,190783750.5
4,190838652,190839938,190839295
4,190850768,190854345,190852556.5
4,190900575,190901081,190900828
4,190942057,190943136,190942596.5
4,190969430,190970701,190970065.5
4,190981440,190982651,190982045.5
4,191033716,191034888,191034302
4,191144092,191146019,191145055.5
4,191148607,191152345,191150476
4,191183720,191184190,191183955
4,191250402,191252392,191251397
4,191292664,191295316,191293990
4,191339830,191348220,191344025
4,191349585,191355324,191352454.5
4,191358559,191360315,191359437
4,191372948,191377810,191375379
4,191374833,191375267,191375050
4,191426334,191429064,191427699
4,191508568,191512070,191510319
4,191540431,191548106,191544268.5
4,191559617,191563911,191561764
4,191628622,191630983,191629802.5
4,191631221,191631535,191631378
4,191656384,191659598,191657991
4,191662220,191665830,191664025
4,191734554,191750993,191742773.5
4,191763953,191768434,191766193.5
4,191772446,191774723,191773584.5
4,191788106,191789978,191789042
4,191796800,191804079,191800439.5
4,192052033,192089732,192070882.5
4,192097173,192098237,192097705
4,192126605,192132359,192129482
4,192217139,192221635,192219387
4,192229151,192232798,192230974.5
4,192233534,192238246,192235890
4,192254850,192255299,192255074.5
4,192260283,192261383,192260833
4,192300143,192306777,192303460
4,192380684,192389126,192384905
4,192419141,192419767,192419454
4,192503438,192509299,192506368.5
4,192619975,192621249,192620612
4,192627502,192628836,192628169
4,192627594,192644800,192636197
4,192630755,192631426,192631090.5
4,192691980,192694300,192693140
4,192697708,192701810,192699759
4,192781251,192781451,192781351
4,192836938,192852712,192844825
4,192843106,192857824,192850465
4,192984812,192987698,192986255
4,193000429,193017075,193008752
4,193058391,193060491,193059441
4,193061593,193064447,193063020
4,193065029,193066297,193065663
4,193077938,193079514,193078726
4,193094161,193101113,193097637
4,193264012,193266771,193265391.5
4,193272868,193274025,193273446.5
4,193282690,193284530,193283610
4,193289130,193292523,193290826.5
4,193309899,193314003,193311951
4,193316956,193323405,193320180.5
4,193373913,193376264,193375088.5
4,193377439,193378107,193377773
4,193384186,193388888,193386537
4,193390268,193393860,193392064
4,193396773,193399539,193398156
4,193399646,193401824,193400735
4,193402416,193403495,193402955.5
4,193403906,193413574,193408740
4,193435435,193435803,193435619
4,193572101,193574436,193573268.5
4,193583890,193587075,193585482.5
4,193632017,193633153,193632585
4,193633230,193633793,193633511.5
4,193636200,193637057,193636628.5
4,193638304,193641213,193639758.5
4,193704100,193706291,193705195.5
4,193752658,193755045,193753851.5
4,193769068,193776506,193772787
4,193778519,193782367,193780443
4,193785578,193786909,193786243.5
4,193828600,193830821,193829710.5
4,193839090,193839605,193839347.5
4,193839991,193840455,193840223
4,193869652,193875617,193872634.5
4,193905001,193914562,193909781.5
4,194043427,194050153,194046790
4,194124249,194133222,194128735.5
4,194163520,194179272,194171396
4,194275705,194300574,194288139.5
4,194302299,194311895,194307097
4,194309159,194315776,194312467.5
4,194354051,194355325,194354688
4,194403719,194404114,194403916.5
4,194405478,194409689,194407583.5
4,194416506,194417662,194417084
4,194451866,194452204,194452035
4,194453768,194455411,194454589.5
4,194460269,194462361,194461315
4,194491322,194496841,194494081.5
4,194499296,194500453,194499874.5
4,194500631,194502313,194501472
4,194504578,194508811,194506694.5
4,194514857,194515507,194515182
4,194517297,194518489,194517893
4,194546200,194552597,194549398.5
4,194579400,194582826,194581113
4,194584701,194585396,194585048.5
4,194645795,194646700,194646247.5
4,194701010,194701810,194701410
4,194703020,194704495,194703757.5
4,194754529,194755434,194754981.5
4,194758592,194763831,194761211.5
4,194806457,194808025,194807241
4,194836930,194841878,194839404
4,194842105,194846974,194844539.5
4,194851907,194853452,194852679.5
4,194858054,194859186,194858620
4,194922706,194926486,194924596
4,194940786,194944810,194942798
4,194949266,194950764,194950015
4,194959382,194960299,194959840.5
4,194995758,195000049,194997903.5
4,195001551,195005905,195003728
4,195087994,195091266,195089630
4,195158661,195159948,195159304.5
4,195171906,195176137,195174021.5
4,195179521,195182728,195181124.5
4,195183729,195186264,195184996.5
4,195186385,195187026,195186705.5
4,195188406,195190045,195189225.5
4,195191397,195195085,195193241
4,195197889,195199848,195198868.5
4,195200956,195201216,195201086
4,195201841,195206522,195204181.5
4,195213828,195214853,195214340.5
4,195262223,195264588,195263405.5
4,195266814,195275229,195271021.5
4,195278699,195284222,195281460.5
4,195284712,195285047,195284879.5
4,195292117,195294142,195293129.5
4,195298310,195303079,195300694.5
4,195351671,195356910,195354290.5
4,195360485,195374582,195367533.5
4,195360575,195360955,195360765
4,195462572,195464263,195463417.5
4,195465106,195471332,195468219
4,195472751,195477023,195474887
4,195597501,195598913,195598207
4,195599175,195599780,195599477.5
4,195624854,195626680,195625767
4,195634702,195641894,195638298
4,195635073,195636412,195635742.5
4,195666951,195671808,195669379.5
4,195702457,195706081,195704269
4,195741948,195742712,195742330
4,195743917,195748484,195746200.5
4,195803774,195804331,195804052.5
4,195804533,195813362,195808947.5
4,195817939,195818863,195818401
4,195886091,195886705,195886398
4,195886964,195888502,195887733
4,195901983,195903996,195902989.5
4,195905822,195908354,195907088
4,195910005,195914548,195912276.5
4,196027529,196032870,196030199.5
4,196091537,196095795,196093666
4,196160540,196164832,196162686
4,196164635,196167132,196165883.5
4,196168118,196170623,196169370.5
4,196171943,196172140,196172041.5
4,196172992,196180293,196176642.5
4,196253696,196257158,196255427
4,196382702,196385139,196383920.5
4,196388529,196394475,196391502
4,196391522,196414972,196403247
4,196419881,196421748,196420814.5
4,196427266,196429126,196428196
4,196482285,196483655,196482970
4,196485885,196488347,196487116
4,196490901,196492730,196491815.5
4,196495338,196496591,196495964.5
4,196497695,196500691,196499193
4,196500802,196507107,196503954.5
4,196524404,196525781,196525092.5
4,196561663,196562133,196561898
4,196585542,196591309,196588425.5
4,196591741,196595156,196593448.5
4,196672147,196674834,196673490.5
4,196675629,196693537,196684583
4,196696261,196699085,196697673
4,196728993,196731536,196730264.5
4,196741193,196741663,196741428
4,196816063,196822140,196819101.5
4,196823250,196823633,196823441.5
4,196830693,196834166,196832429.5
4,196887569,196900327,196893948
4,196962545,196966175,196964360
4,196998285,196998740,196998512.5
4,197004700,197013117,197008908.5
4,197013479,197019693,197016586
4,197035328,197036120,197035724
4,197056946,197059871,197058408.5
4,197077135,197077731,197077433
4,197120780,197123452,197122116
4,197151720,197153288,197152504
4,197183026,197183496,197183261
4,197199824,197201281,197200552.5
4,197212848,197214059,197213453.5
4,197232291,197235859,197234075
4,197263466,197267813,197265639.5
4,197305532,197317557,197311544.5
4,197321209,197323894,197322551.5
4,197327551,197330180,197328865.5
4,197384102,197385478,197384790
4,197444496,197446079,197445287.5
4,197449530,197452936,197451233
4,197453224,197460093,197456658.5
4,197460710,197461968,197461339
4,197561458,197563677,197562567.5
4,197570880,197576733,197573806.5
4,197672335,197680648,197676491.5
4,197704651,197706626,197705638.5
4,197707584,197721177,197714380.5
4,197744747,197745250,197744998.5
4,197762036,197785835,197773935.5
4,197784122,197784331,197784226.5
4,197791600,197792193,197791896.5
4,197801750,197802160,197801955
4,197812465,197815700,197814082.5
4,197875216,197877870,197876543
4,198075247,198076749,198075998
4,198113007,198113447,198113227
4,198116017,198119402,198117709.5
4,198152413,198153891,198153152
4,198154559,198155440,198154999.5
4,198159451,198167824,198163637.5
4,198171265,198172218,198171741.5
4,198175559,198179914,198177736.5
4,198180950,198185454,198183202
4,198191962,198194333,198193147.5
4,198198022,198208535,198203278.5
4,198209124,198210110,198209617
4,198267558,198269618,198268588
4,198292547,198294607,198293577
4,198334697,198336372,198335534.5
4,198345041,198346831,198345936
4,198420742,198424425,198422583.5
4,198491790,198492983,198492386.5
4,198551780,198552043,198551911.5
4,198592460,198594435,198593447.5
4,198609882,198611091,198610486.5
4,198619519,198622867,198621193
4,198626540,198628709,198627624.5
4,198699707,198701279,198700493
4,198726830,198728113,198727471.5
4,198769800,198770192,198769996
4,198781499,198786914,198784206.5
4,198795276,198795887,198795581.5
4,198799434,198801174,198800304
4,198809542,198812299,198810920.5
4,198812895,198817817,198815356
4,198818847,198822215,198820531
4,198838497,198848413,198843455
4,198942815,198943840,198943327.5
4,198977951,198979657,198978804
4,199080461,199084635,199082548
4,199087152,199089275,199088213.5
4,199131159,199131548,199131353.5
4,199140273,199141319,199140796
4,199220217,199221144,199220680.5
4,199234650,199235247,199234948.5
4,199238467,199240818,199239642.5
4,199241468,199242992,199242230
4,199243350,199253660,199248505
4,199283709,199285289,199284499
4,199287822,199291118,199289470
4,199311289,199312739,199312014
4,199314442,199316530,199315486
4,199416089,199416946,199416517.5
4,199418627,199419580,199419103.5
4,199436155,199436412,199436283.5
4,199444519,199445571,199445045
4,199458783,199461518,199460150.5
4,199497940,199501082,199499511
4,199502741,199546197,199524469
4,199588522,199589106,199588814
4,199591877,199593596,199592736.5
4,199642978,199647582,199645280
4,199665809,199667470,199666639.5
4,199745128,199747136,199746132
4,199809237,199811850,199810543.5
4,199886188,199886610,199886399
4,199967188,199967517,199967352.5
4,200024623,200025951,200025287
4,200080570,200081898,200081234
4,200154382,200155248,200154815
4,200160258,200161167,200160712.5
4,200173638,200176016,200174827
4,200209887,200211050,200210468.5
4,200231133,200232789,200231961
4,200257223,200258053,200257638
4,200282338,200282856,200282597
4,200328463,200331643,200330053
4,200485341,200491844,200488592.5
4,200505899,200513110,200509504.5
4,200506008,200507203,200506605.5
4,200514572,200514993,200514782.5
4,200566143,200568347,200567245
4,200593733,200598253,200595993
4,200598437,200608816,200603626.5
4,200609207,200613832,200611519.5
4,200735003,200741658,200738330.5
4,200803594,200804919,200804256.5
4,200845224,200845964,200845594
4,200852425,200853801,200853113
4,200858039,200859472,200858755.5
4,200911478,200914792,200913135
4,201024855,201063082,201043968.5
4,201064490,201069602,201067046
4,201070609,201074250,201072429.5
4,201078870,201081095,201079982.5
4,201118006,201119019,201118512.5
4,201120756,201121469,201121112.5
4,201125446,201127136,201126291
4,201131018,201137421,201134219.5
4,201185541,201186425,201185983
4,201347448,201349008,201348228
4,201367147,201369418,201368282.5
4,201446162,201449412,201447787
4,201595422,201596888,201596155
4,201600787,201616171,201608479
4,201618015,201624043,201621029
4,201750331,201752223,201751277
4,201834479,201839704,201837091.5
4,201851943,201852758,201852350.5
4,201891417,201892625,201892021
4,201943318,201945404,201944361
4,202005243,202012300,202008771.5
4,202033163,202036156,202034659.5
4,202059075,202064374,202061724.5
4,202359724,202363221,202361472.5
4,202430634,202432207,202431420.5
4,202432554,202437032,202434793
4,202446801,202448376,202447588.5
4,202529398,202533314,202531356
4,202546141,202548460,202547300.5
4,202569876,202576167,202573021.5
4,202600824,202603279,202602051.5
4,202672010,202672837,202672423.5
4,202678037,202686740,202682388.5
4,202749789,202754319,202752054
4,202786188,202787527,202786857.5
4,202787068,202790757,202788912.5
4,202791826,202794409,202793117.5
4,202795248,202799677,202797462.5
4,202803917,202805536,202804726.5
4,202810482,202817916,202814199
4,202875933,202876943,202876438
4,202932592,202940888,202936740
4,202942552,202950479,202946515.5
4,202951086,202952325,202951705.5
4,202953207,202962575,202957891
4,203038873,203042751,203040812
4,203112818,203115650,203114234
4,203137039,203155734,203146386.5
4,203184783,203188201,203186492
4,203336576,203341856,203339216
4,203474870,203475562,203475216
4,203530718,203532944,203531831
4,203576125,203580588,203578356.5
4,203610710,203611117,203610913.5
4,203627872,203631320,203629596
4,203661297,203663368,203662332.5
4,203664209,203666135,203665172
4,203724669,203730326,203727497.5
4,203833339,203842663,203838001
4,203909200,203922261,203915730.5
4,204057040,204061167,204059103.5
4,204154360,204168502,204161431
4,204172723,204177811,204175267
4,204224645,204225472,204225058.5
4,204281895,204283883,204282889
4,204310790,204311464,204311127
4,204345685,204347964,204346824.5
4,204350395,204352429,204351412
4,204361789,204367529,204364659
4,204398831,204405790,204402310.5
4,204405821,204413032,204409426.5
4,204412362,204413106,204412734
4,204440240,204441973,204441106.5
4,204472543,204473802,204473172.5
4,204538761,204539027,204538894
4,204568965,204570935,204569950
4,204574506,204580006,204577256
4,204627489,204630581,204629035
4,204693153,204698634,204695893.5
4,204693327,204694022,204693674.5
4,204707604,204725960,204716782
4,204763997,204765752,204764874.5
4,204766502,204770311,204768406.5
4,204793307,204794593,204793950
4,204935399,204959614,204947506.5
4,205026851,205027736,205027293.5
4,205029638,205030306,205029972
4,205030429,205035029,205032729
4,205091431,205091724,205091577.5
4,205096320,205097271,205096795.5
4,205120614,205123620,205122117
4,205170412,205178481,205174446.5
4,205182193,205185464,205183828.5
4,205185781,205186349,205186065
4,205198931,205201865,205200398
4,205209195,205209485,205209340
4,205276317,205280504,205278410.5
4,205280599,205285236,205282917.5
4,205290396,205293546,205291971
4,205294186,205298261,205296223.5
4,205393754,205396744,205395249
4,205468220,205470460,205469340
4,205658733,205659245,205658989
4,205763460,205771076,205767268
4,205772438,205772827,205772632.5
4,205814497,205816161,205815329
4,205911377,205912018,205911697.5
4,205920858,205948854,205934856
4,206003208,206009015,206006111.5
4,206136018,206142278,206139148
4,206142647,206143270,206142958.5
4,206143716,206145481,206144598.5
4,206259438,206272784,206266111
4,206333623,206337377,206335500
4,206337970,206339092,206338531
4,206377786,206383190,206380488
4,206401662,206406080,206403871
4,206463182,206468687,206465934.5
4,206466853,206467983,206467418
4,206474773,206476610,206475691.5
4,206523425,206526624,206525024.5
4,206533959,206534846,206534402.5
4,206565237,206568232,206566734.5
4,206569699,206570640,206570169.5
4,206658772,206666606,206662689
4,206667551,206676937,206672244
4,206683053,206685812,206684432.5
4,206702843,206703947,206703395
4,206728727,206730151,206729439
4,206739758,206746521,206743139.5
4,206747040,206747480,206747260
4,206773601,206775536,206774568.5
4,206873271,206878038,206875654.5
4,206878583,206884024,206881303.5
4,206889897,206891324,206890610.5
4,206996793,206997280,206997036.5
4,207008339,207009148,207008743.5
4,207013817,207015622,207014719.5
4,207022046,207022699,207022372.5
4,207167435,207168241,207167838
4,207288845,207299664,207294254.5
4,207302915,207306789,207304852
4,207333421,207334778,207334099.5
4,207384413,207386019,207385216
4,207387391,207388008,207387699.5
4,207415614,207418159,207416886.5
4,207421231,207422114,207421672.5
4,207427982,207428779,207428380.5
4,207428981,207429946,207429463.5
4,207462728,207485591,207474159.5
4,207540617,207544355,207542486
4,207648401,207652727,207650564
4,207656035,207657546,207656790.5
4,207683940,207688062,207686001
4,207751666,207752274,207751970
4,207756193,207756540,207756366.5
4,207757155,207758099,207757627
4,207771347,207772630,207771988.5
4,207826966,207834963,207830964.5
4,207833324,207834707,207834015.5
4,207836092,207837557,207836824.5
4,207840144,207840926,207840535
4,207882875,207885919,207884397
4,207887215,207892044,207889629.5
4,207897076,207900103,207898589.5
4,207914809,207919041,207916925
4,207940463,207943312,207941887.5
4,208037827,208052445,208045136
4,208080248,208084482,208082365
4,208088011,208089648,208088829.5
4,208090392,208093063,208091727.5
4,208095158,208098238,208096698
4,208130290,208134525,208132407.5
4,208135612,208139399,208137505.5
4,208152891,208155985,208154438
4,208187979,208217609,208202794
4,208199437,208201398,208200417.5
4,208305369,208307994,208306681.5
4,208320367,208320900,208320633.5
4,208323546,208324355,208323950.5
4,208326409,208330498,208328453.5
4,208455876,208456235,208456055.5
4,208480601,208483725,208482163
4,208538736,208545219,208541977.5
4,208546041,208551244,208548642.5
4,208550770,208552230,208551500
4,208586847,208590197,208588522
4,208589866,208647427,208618646.5
4,208792574,208795390,208793982
4,208837651,208840262,208838956.5
4,208874658,208877047,208875852.5
4,208877035,208881804,208879419.5
4,208963951,208980704,208972327.5
4,209014349,209018056,209016202.5
4,209063500,209064288,209063894
4,209074907,209078867,209076887
4,209091913,209092490,209092201.5
4,209212077,209246126,209229101.5
4,209289076,209291766,209290421
4,209293143,209294261,209293702
4,209411123,209411611,209411367
4,209436348,209440331,209438339.5
4,209520487,209556248,209538367.5
4,209585454,209592398,209588926
4,209596320,209599367,209597843.5
4,209600493,209600699,209600596
4,209651293,209656607,209653950
4,209719521,209722990,209721255.5
4,209739498,209742037,209740767.5
4,209898484,209898750,209898617
4,209941047,209942405,209941726
4,209943683,209948956,209946319.5
4,209949530,209949874,209949702
4,210013037,210014044,210013540.5
4,210025622,210026556,210026089
4,210171612,210177540,210174576
4,210196516,210200651,210198583.5
4,210318610,210318873,210318741.5
4,210338118,210343564,210340841
4,210355762,210361493,210358627.5
4,210433694,210435783,210434738.5
4,210451413,210451940,210451676.5
4,210465814,210466254,210466034
4,210491471,210492382,210491926.5
4,210514771,210523726,210519248.5
4,210583262,210587740,210585501
4,210594814,210598735,210596774.5
4,210599135,210604048,210601591.5
4,210605212,210610207,210607709.5
4,210610392,210613465,210611928.5
4,210692155,210697100,210694627.5
4,210715594,210716328,210715961
4,210826256,210828022,210827139
4,210853244,210855688,210854466
4,210858835,210862761,210860798
4,210868584,210871037,210869810.5
4,210930841,210936740,210933790.5
4,211093551,211128645,211111098
4,211222479,211225438,211223958.5
4,211292836,211296440,211294638
4,211298274,211301357,211299815.5
4,211311148,211313745,211312446.5
4,211373730,211378691,211376210.5
4,211463219,211465435,211464327
4,211475121,211477574,211476347.5
4,211508384,211510162,211509273
4,211522996,211530048,211526522
4,211530242,211532529,211531385.5
4,211533047,211537718,211535382.5
4,211745131,211748137,211746634
4,211762673,211762876,211762774.5
4,211763910,211785698,211774804
4,211789788,211789934,211789861
4,211792512,211793693,211793102.5
4,211833010,211844631,211838820.5
4,211851181,211852486,211851833.5
4,211908096,211910635,211909365.5
4,211925385,211927503,211926444
4,211927327,211930680,211929003.5
4,211961624,211963889,211962756.5
4,212051654,212054512,212053083
4,212147096,212154438,212150767
4,212298205,212326942,212312573.5
4,212391836,212393722,212392779
4,212410948,212416529,212413738.5
4,212418796,212420443,212419619.5
4,212575328,212578569,212576948.5
4,212618424,212620786,212619605
4,212660709,212663788,212662248.5
4,212815272,212816887,212816079.5
4,213084295,213085379,213084837
4,213143367,213149631,213146499
4,213171158,213173752,213172455
4,213227716,213242484,213235100
4,213242893,213243586,213243239.5
4,213256396,213258035,213257215.5
4,213260612,213266446,213263529
4,213418630,213420362,213419496
4,213482245,213486276,213484260.5
4,213529928,213531916,213530922
4,213551639,213569455,213560547
4,213633965,213635776,213634870.5
4,213667462,213671290,213669376
4,213688308,213694701,213691504.5
4,213754536,213759925,213757230.5
4,213872900,213873526,213873213
4,213916889,213921362,213919125.5
4,214013338,214014594,214013966
4,214273592,214282241,214277916.5
4,214345803,214348385,214347094
4,214438203,214440183,214439193
4,214483419,214485486,214484452.5
4,214493245,214495049,214494147
4,214506241,214507161,214506701
4,214546669,214548348,214547508.5
4,214578213,214583549,214580881
4,214585420,214588136,214586778
4,214609246,214615894,214612570
4,214614639,214615076,214614857.5
4,214711544,214712014,214711779
4,214719440,214725201,214722320.5
4,214794034,214796493,214795263.5
4,214842900,214846269,214844584.5
4,214922939,214927758,214925348.5
4,215070552,215077824,215074188
4,215099246,215100409,215099827.5
4,215308608,215324929,215316768.5
4,215391755,215393148,215392451.5
4,215399983,215400495,215400239
4,215428134,215429522,215428828
4,215429248,215433882,215431565
4,215512380,215544262,215528321
4,215634572,215635917,215635244.5
4,215652293,215655444,215653868.5
4,215663597,215663941,215663769
4,215664997,215672956,215668976.5
4,215753710,215754141,215753925.5
4,215803266,215815703,215809484.5
4,215929784,215939882,215934833
4,215964560,215964910,215964735
4,216064063,216064263,216064163
4,216067539,216067739,216067639
4,216071288,216071488,216071388
4,216075254,216075454,216075354
4,216219517,216220221,216219869
4,216219546,216220064,216219805
4,216303014,216307046,216305030
4,216663056,216666071,216664563.5
4,216670756,216674354,216672555
4,216875286,216877788,216876537
4,216880635,216881148,216880891.5
4,216899855,216900154,216900004.5
4,216915416,216915946,216915681
4,216918011,216921720,216919865.5
